Region,Layout,Size,Renovation,Floor,Direction,Year,Price
福田,3室2厅,84.93平米,普通装修,低层/30层,东南,2004年建,520
福田,2室1厅,61.97平米,精装修,中层/26层,南,1999年建,520
福田,2室2厅,80.99平米,精装修,中层/9层,南,1998年建,530
福田,1室1厅,35.06平米,普通装修,高层/7层,北,2005年建,220
福田,3室2厅,89平米,普通装修,高层/29层,东,1999年建,545
福田,3室2厅,89.5平米,精装修,中层/27层,南,2006年建,680
福田,3室2厅,81.27平米,普通装修,中层/8层,南,1996年建,420
福田,3室2厅,110.06平米,普通装修,中层/23层,北,1995年建,465
福田,1室0厅,38.15平米,精装修,中层/32层,南,2009年建,239
福田,1室1厅,42.39平米,精装修,高层/27层,西,2000年建,270
福田,1室1厅,38.98平米,精装修,低层/19层,西南,2005年建,277
福田,3室2厅,98.21平米,精装修,高层/18层,东北,1998年建,640
福田,2室1厅,65.5平米,普通装修,低层/30层,北,2005年建,410
福田,3室2厅,116.34平米,精装修,中层/8层,南,1997年建,715
福田,3室2厅,122.32平米,普通装修,低层/33层,东南,2003年建,820
福田,3室2厅,112.23平米,普通装修,中层/32层,南北,2003年建,670
福田,3室2厅,103.21平米,精装修,低层/33层,南,2002年建,875
福田,5室2厅,195.8平米,精装修,低层/17层,南北,2003年建,1350
福田,3室2厅,106平米,普通装修,高层/31层,南,2004年建,860
福田,3室2厅,91.87平米,普通装修,中层/8层,北,1995年建,850
福田,2室2厅,65.1平米,精装修,低层/20层,南,2006年建,470
福田,3室2厅,163.79平米,精装修,高层/47层,西南,2011年建,1400
福田,3室2厅,88.59平米,精装修,低层/7层,南,1999年建,899
福田,3室2厅,120.8平米,精装修,低层/33层,东南,1995年建,480
福田,3室2厅,82.2平米,精装修,高层/7层,南,1991年建,690
财富广场 (浩铭财富广场),1室1厅,52.82平米,普通装修,高层/25层,北,2003年建,500
福田,4室2厅,97.03平米,普通装修,低层/18层,东北,1998年建,650
福田,3室2厅,108.5平米,普通装修,低层/25层,南,2000年建,1000
福田,2室2厅,67.35平米,精装修,低层/32层,南,2011年建,520
福田,2室1厅,63.55平米,精装修,低层/20层,南,2001年建,520
福田,1室1厅,49.88平米,精装修,高层/27层,东南,2007年建,330
福田,2室2厅,61.29平米,普通装修,低层/33层,东北,2007年建,380
福田,1室1厅,42平米,精装修,高层/28层,西,2000年建,265
福田,4室2厅,156平米,精装修,中层/33层,南北,2003年建,2300
福田,5室2厅,241.03平米,普通装修,中层/31层,南,2003年建,2880
福田,2室2厅,68.58平米,精装修,中层/26层,南,2014年建,630
福田,1室1厅,33.02平米,普通装修,中层/30层,西,2004年建,230
福田,2室1厅,39.97平米,精装修,低层/20层,南,2012年建,345
福田,3室2厅,89.59平米,精装修,高层/31层,东北,1998年建,595
福田,1室2厅,45平米,普通装修,中层/26层,北,1999年建,245
福田,4室2厅,278.2平米,精装修,低层/62层,南,2014年建,2800
福田,3室2厅,105.34平米,精装修,低层/37层,南,2003年建,950
福田,3室2厅,90.59平米,精装修,高层/27层,南,2002年建,880
福田,3室2厅,106平米,精装修,低层/17层,西南,1992年建,565
福田,3室2厅,84.41平米,精装修,低层/27层,北,1998年建,508
福田,2室2厅,64.3平米,精装修,中层/31层,南,2003年建,455
福田,3室2厅,143.81平米,精装修,高层/14层,南,2001年建,840
福田,3室2厅,143.02平米,精装修,中层/14层,南,2001年建,930
福田,4室2厅,134.04平米,精装修,高层/7层,北,1998年建,770
福田,2室3厅,82.27平米,普通装修,高层/8层,南,1983年建,555
福田,3室2厅,106.57平米,普通装修,低层/26层,西北,1998年建,550
福田,3室2厅,70.42平米,普通装修,高层/27层,西北,2007年建,560
福田,3室2厅,103.73平米,精装修,高层/31层,西北,2003年建,838
福田,3室2厅,94.42平米,精装修,中层/17层,西南,2004年建,678
福田,2室2厅,86.52平米,精装修,中层/22层,北,1995年建,408
福田,4室2厅,159.94平米,普通装修,低层/14层,西南,1998年建,820
福田,3室2厅,121.8平米,普通装修,高层/32层,西南,2002年建,910
福田,1室1厅,38.23平米,普通装修,高层/25层,东,2002年建,215
福田,2室2厅,85平米,普通装修,中层/32层,东,2003年建,620
福田,3室2厅,157.76平米,精装修,中层/32层,南,2002年建,1200
福田,3室2厅,85.83平米,精装修,低层/32层,东南,2003年建,620
福田,3室2厅,75.34平米,普通装修,中层/31层,东南,2003年建,540
福田,2室2厅,56.46平米,精装修,中层/32层,北,2009年建,360
福田,3室2厅,90.61平米,精装修,高层/33层,东南,2005年建,880
福田,3室2厅,83.52平米,普通装修,低层/17层,东南,2008年建,668
福田,3室2厅,134.36平米,普通装修,高层/33层,南,1996年建,840
福田,4室2厅,138.7平米,精装修,中层/73层,北,2014年建,2100
福田,3室2厅,95平米,普通装修,中层/18层,南,2002年建,880
福田,1室0厅,34.23平米,精装修,高层/33层,南,2007年建,185
福田,2室2厅,74.24平米,精装修,高层/8层,南,1995年建,410
福田,3室2厅,106.69平米,精装修,低层/16层,南,2001年建,630
福田,3室1厅,84.51平米,普通装修,低层/34层,西北,1996年建,600
福田,3室2厅,184.44平米,精装修,低层/15层,南北,2004年建,2800
福田,1室1厅,43.02平米,精装修,高层/25层,西北,2007年建,235
锦林新居,3室2厅,96.19平米,精装修,中层/7层,南北,1996年建,520
福田,1室1厅,41.34平米,精装修,高层/16层,南,1999年建,305
福田,3室2厅,103.75平米,精装修,低层/28层,西北,2002年建,760
福田,2室2厅,60.34平米,普通装修,高层/33层,西南,2007年建,430
福田,1室1厅,40.47平米,普通装修,中层/12层,东北,1999年建,272
福田,3室2厅,89.39平米,精装修,中层/35层,西南,2000年建,530
福田,1室0厅,32平米,普通装修,高层/27层,北,2004年建,550
福田,3室2厅,102.82平米,精装修,高层/28层,北,1998年建,699
福田,2室2厅,122.44平米,普通装修,低层/32层,南北,2005年建,1050
福田,1室2厅,63.6平米,精装修,高层/27层,东,2002年建,650
福田,5室4厅,197.63平米,精装修,高层/31层,南,2003年建,2499
福田,2室2厅,78.11平米,精装修,高层/11层,东,2003年建,680
福田,3室2厅,117.02平米,普通装修,低层/25层,北,1998年建,630
福田,4室2厅,195.05平米,精装修,高层/24层,东南,2013年建,1800
福田,3室2厅,200.62平米,精装修,中层/80层,东南,2014年建,1850
福田,3室2厅,98.2平米,精装修,高层/32层,北,2005年建,580
福田,4室2厅,146.06平米,普通装修,低层/8层,南北,1995年建,1200
福田,3室2厅,111.69平米,精装修,低层/31层,东南,2004年建,1168
福田,1室0厅,34.3平米,普通装修,中层/33层,南,2007年建,200
福田,3室2厅,66.59平米,精装修,低层/28层,北,2008年建,720
福田,2室2厅,73.68平米,精装修,低层/16层,东,2001年建,405
福田,5室2厅,188.41平米,精装修,低层/31层,西南,2016年建,2600
福田,2室1厅,65平米,普通装修,低层/16层,南北,1999年建,480
福田,2室2厅,59平米,精装修,中层/28层,西南,2010年建,410
新天世纪商务中心 (新天CBC),2室2厅,80.04平米,精装修,高层/48层,西,2013年建,500
福田,3室2厅,88.68平米,普通装修,中层/22层,东南,2014年建,1550
福田,3室2厅,88.25平米,普通装修,高层/7层,东南,1992年建,850
福田,3室2厅,98.41平米,精装修,中层/18层,东南,1998年建,680
福田,1室0厅,41.41平米,普通装修,高层/33层,南,2006年建,300
福田,4室2厅,87.96平米,普通装修,低层/7层,南,1997年建,466
福田,3室2厅,108.74平米,精装修,中层/31层,南,2003年建,1650
福田,3室2厅,79.25平米,精装修,中层/30层,南,2012年建,560
福田,3室2厅,121.4平米,精装修,中层/13层,东西,2001年建,1280
福田,1室1厅,40.73平米,普通装修,中层/16层,南,1999年建,300
福田,3室2厅,142.61平米,精装修,低层/31层,南北,2005年建,1058
福田,2室1厅,53.48平米,精装修,中层/30层,西,2012年建,420
福田,3室2厅,96.57平米,精装修,高层/32层,东北,1997年建,560
福田,3室2厅,108.96平米,普通装修,中层/34层,北,2001年建,650
福田,4室2厅,197平米,精装修,低层/8层,西北,2001年建,1800
福田,4室2厅,120.5平米,普通装修,低层/12层,南,1999年建,1080
福田,2室2厅,60平米,精装修,低层/30层,南,2014年建,460
财富广场 (浩铭财富广场),2室1厅,78.37平米,精装修,中层/28层,西,2003年建,570
福田,3室2厅,85.71平米,普通装修,高层/7层,东南,1993年建,650
福田,2室2厅,59平米,精装修,高层/28层,北,2010年建,410
福田,3室2厅,114.56平米,普通装修,高层/34层,北,2001年建,700
福田,2室3厅,209.6平米,精装修,高层/30层,南,2002年建,840
福田,1室1厅,48平米,普通装修,高层/27层,北,2000年建,275
福田,2室2厅,75.29平米,精装修,低层/33层,东南,2000年建,430
福田,2室1厅,63平米,普通装修,中层/7层,南,1994年建,320
福田,1室2厅,78平米,精装修,高层/32层,北,2001年建,600
福田,3室2厅,84.56平米,精装修,高层/8层,南北,1994年建,679
福田,3室2厅,96.34平米,普通装修,中层/18层,东南,1996年建,710
福田,4室2厅,145.69平米,精装修,低层/28层,南,2003年建,1600
福田,3室2厅,92.78平米,精装修,高层/13层,南,1997年建,638
福田,2室2厅,86.22平米,精装修,低层/34层,北,2003年建,580
福田,5室2厅,251.37平米,精装修,低层/24层,南,2001年建,2100
福田,2室2厅,67.22平米,普通装修,高层/31层,南,1998年建,460
福田,2室2厅,74.22平米,精装修,低层/30层,南,2003年建,560
福田,3室2厅,113.23平米,精装修,低层/33层,南,2005年建,840
福田,4室2厅,128平米,精装修,中层/31层,东北,1999年建,850
福田,3室2厅,133.9平米,普通装修,高层/16层,东,2001年建,1130
福田,4室2厅,130平米,普通装修,低层/31层,南,2003年建,930
福田,3室2厅,106.81平米,精装修,中层/17层,南,2000年建,660
福田,1室0厅,38.96平米,精装修,中层/32层,西南,2005年建,230
福田,4室2厅,120.02平米,精装修,低层/45层,西北,2015年建,980
福田,4室2厅,127.05平米,精装修,中层/14层,北,2000年建,910
福田,1室0厅,25平米,普通装修,中层/16层,东,2004年建,178
福田,5室2厅,123.5平米,精装修,中层/27层,北,2003年建,670
福田,4室2厅,112.25平米,精装修,中层/32层,南,2007年建,1350
福田,3室2厅,90.25平米,精装修,低层/18层,西北,2000年建,1500
福田,4室2厅,175.25平米,精装修,低层/33层,西南,2016年建,1050
福田,2室2厅,91.92平米,精装修,高层/33层,东,1993年建,465
福田,3室2厅,100.85平米,普通装修,高层/25层,南北,2000年建,900
福田,1室1厅,50.17平米,精装修,中层/9层,北,1999年建,358
福田,1室0厅,53.54平米,精装修,中层/23层,东北,2005年建,208
福田,3室2厅,92.95平米,普通装修,高层/8层,南北,2011年建,490
福田,3室2厅,93.59平米,精装修,中层/18层,南,2005年建,868
福田,3室2厅,142.41平米,精装修,低层/44层,西北,2015年建,1180
福田,1室1厅,41平米,普通装修,低层/29层,西,2005年建,280
福田,3室2厅,87.35平米,普通装修,中层/18层,北,1994年建,460
福田,5室2厅,200.29平米,精装修,低层/80层,东南,2014年建,2000
福田,2室2厅,78.33平米,精装修,中层/11层,东南,2003年建,750
福田,1室1厅,44.65平米,精装修,低层/24层,北,1994年建,235
福田,3室1厅,90.55平米,普通装修,高层/8层,北,1983年建,680
福田,3室2厅,96平米,普通装修,中层/9层,东南,1998年建,780
福田,4室1厅,104.02平米,精装修,高层/8层,南北,1997年建,526
福田,2室2厅,77.08平米,普通装修,中层/31层,南,2002年建,630
香蜜二村,2室2厅,83.01平米,普通装修,高层/7层,南北,1993年建,700
福田,3室1厅,94.3平米,精装修,高层/7层,南,1988年建,680
福田,1室1厅,44.99平米,精装修,中层/26层,东,1999年建,229
福田,2室2厅,89.17平米,精装修,低层/33层,东南,2000年建,660
福田,2室1厅,63.85平米,普通装修,中层/31层,东,2003年建,418
福田,2室2厅,61平米,精装修,中层/32层,北,2007年建,500
福田,2室2厅,79.02平米,普通装修,低层/31层,南,2002年建,435
福田,5室2厅,143平米,精装修,中层/12层,南北,1999年建,1300
福田,3室2厅,74.43平米,普通装修,高层/30层,南,2003年建,530
福田,3室2厅,88.83平米,精装修,高层/8层,南,1992年建,850
福田,2室1厅,47.55平米,普通装修,高层/19层,西,1995年建,290
福田,3室2厅,122.91平米,精装修,中层/18层,东西,2002年建,1480
福田,2室1厅,47平米,普通装修,低层/19层,北,1995年建,290
财富广场 (浩铭财富广场),3室1厅,80.18平米,精装修,中层/28层,南,2003年建,810
福田,1室0厅,33平米,普通装修,低层/12层,西,2000年建,160
福田,3室2厅,126平米,普通装修,低层/12层,南,2003年建,900
福田,2室2厅,51.89平米,精装修,中层/33层,南,2010年建,390
福田,3室2厅,77.65平米,普通装修,高层/31层,南,2003年建,572
福田,4室0厅,86.51平米,精装修,低层/22层,北,1995年建,375
福田,5室2厅,212.17平米,精装修,低层/23层,南北,2011年建,3200
福田,1室1厅,50.13平米,精装修,高层/32层,东北,2005年建,295
福田,2室2厅,82.94平米,精装修,高层/44层,东北,2014年建,890
福田,1室1厅,60.02平米,普通装修,低层/32层,东北,2009年建,390
福田,1室1厅,42.15平米,普通装修,低层/29层,南,2004年建,260
福田,2室2厅,61.15平米,普通装修,高层/32层,南,2007年建,365
福田,2室2厅,58平米,精装修,低层/32层,西北,2007年建,320
福田,2室2厅,82.5平米,普通装修,高层/7层,东,1996年建,480
福田,3室2厅,87.01平米,普通装修,中层/31层,西南,2003年建,530
福田,3室2厅,108.88平米,精装修,高层/23层,西南,2016年建,1350
福田,1室1厅,38.36平米,普通装修,低层/25层,西,2002年建,210
福田,2室2厅,62平米,精装修,低层/25层,南,2007年建,320
福田,1室1厅,56.46平米,精装修,中层/32层,北,2009年建,425
福田,2室2厅,78.47平米,精装修,高层/33层,南,2006年建,600
福田,1室1厅,40.69平米,精装修,低层/25层,南,2012年建,220
福田,2室2厅,65.28平米,精装修,高层/18层,北,2000年建,1480
福田,3室2厅,114.79平米,普通装修,中层/33层,南,2002年建,960
福田,2室2厅,81.21平米,普通装修,高层/8层,东南,1995年建,435
福田,3室2厅,78.34平米,普通装修,中层/7层,东北,1994年建,560
福田,5室2厅,181.85平米,精装修,低层/7层,南北,1998年建,1500
福田,1室2厅,51.76平米,普通装修,低层/29层,南,1998年建,280
福田,2室2厅,85平米,普通装修,低层/32层,西南,1997年建,450
福田,3室2厅,70.45平米,普通装修,高层/5层,东南,2012年建,255
福田,2室2厅,76.34平米,精装修,高层/31层,北,2004年建,560
福田,4室2厅,171.42平米,精装修,高层/31层,南北,2009年建,1800
福田,4室2厅,149.84平米,精装修,高层/29层,西,2002年建,1150
福田,3室2厅,101平米,普通装修,高层/31层,南,2002年建,820
福田,3室2厅,92.6平米,普通装修,高层/7层,北,1983年建,650
福田,3室2厅,107平米,普通装修,中层/12层,东南,1999年建,666
福田,5室3厅,140.59平米,精装修,高层/11层,南北,2000年建,1500
福田,1室1厅,36平米,精装修,中层/7层,南,2005年建,260
福田,3室2厅,104平米,精装修,中层/12层,南,2001年建,630
福田,2室2厅,74.62平米,精装修,低层/29层,南,2005年建,465
福田,2室2厅,84.72平米,精装修,中层/43层,南,2014年建,910
福田,3室2厅,156.9平米,精装修,高层/45层,东,2014年建,1350
福田,4室2厅,130平米,毛坯,高层/43层,东北,2014年建,1420
福田,1室1厅,68.41平米,普通装修,中层/22层,北,1994年建,335
福田,1室1厅,43.55平米,精装修,中层/33层,南,2010年建,288
福田,3室2厅,90.19平米,普通装修,中层/20层,北,2001年建,670
福田,2室2厅,79.56平米,精装修,低层/32层,南,2005年建,460
福田,1室1厅,68.41平米,普通装修,高层/22层,北,1994年建,330
福田,1室1厅,39.91平米,精装修,高层/25层,南,2002年建,250
福田,1室1厅,43.35平米,精装修,高层/30层,南,2014年建,360
福田,2室2厅,76.26平米,普通装修,中层/8层,南,1993年建,600
福田,3室2厅,96.51平米,普通装修,高层/30层,东南,2004年建,650
福田,1室0厅,39平米,普通装修,中层/7层,北,1993年建,170
福田,2室1厅,59.59平米,精装修,低层/46层,西北,2015年建,490
福田,3室2厅,164.03平米,精装修,中层/12层,南北,1999年建,1120
福田,5室4厅,263.89平米,精装修,高层/18层,东南,1999年建,3500
福田,3室2厅,103.85平米,精装修,低层/13层,北,1999年建,615
福田,1室1厅,41.34平米,普通装修,高层/16层,南,1999年建,298
福田,3室2厅,105平米,精装修,低层/30层,东南,2000年建,630
福田,4室2厅,131.06平米,普通装修,中层/37层,南,2003年建,980
福田,1室1厅,42.82平米,精装修,低层/7层,南,1998年建,251
福田,3室1厅,82.63平米,精装修,高层/8层,北,2008年建,440
福田,2室2厅,59.43平米,精装修,低层/33层,北,2010年建,310
福田,2室2厅,89平米,精装修,低层/18层,南,2008年建,688
福田,1室1厅,27.59平米,精装修,中层/8层,南,1983年建,260
福田,3室2厅,163.47平米,精装修,低层/21层,南北,2014年建,1295
福田,2室2厅,74.3平米,普通装修,低层/18层,东,1996年建,495
福田,3室2厅,82.84平米,普通装修,低层/32层,南,2007年建,535
福田,3室2厅,87.57平米,精装修,中层/43层,东北,2015年建,780
福田,3室2厅,73.71平米,精装修,中层/32层,南,2003年建,543
福田,2室2厅,74.85平米,精装修,高层/35层,东南,2000年建,450
福田,3室2厅,105.64平米,精装修,中层/15层,东西,1999年建,888
福田,1室1厅,40.68平米,精装修,低层/29层,东,2005年建,300
福田,3室2厅,87.94平米,精装修,高层/29层,西,2005年建,573
福田,2室2厅,56.1平米,精装修,中层/30层,东北,2003年建,430
福田,3室2厅,103平米,精装修,中层/12层,南,1998年建,530
福田,3室2厅,92平米,普通装修,高层/18层,南,2011年建,1150
福田,3室2厅,116.08平米,普通装修,高层/29层,南,2005年建,698
福田,1室0厅,23.68平米,精装修,低层/35层,南,2007年建,295
福田,1室1厅,60.52平米,精装修,高层/33层,西,2007年建,420
福田,4室2厅,68.97平米,普通装修,高层/22层,东北,2005年建,500
福田,3室2厅,99平米,精装修,中层/16层,南,2003年建,760
福田,3室2厅,76.98平米,普通装修,高层/7层,北,1995年建,550
福田,3室2厅,84平米,精装修,低层/22层,东,2002年建,708
福田,4室2厅,130平米,普通装修,高层/31层,西,2004年建,860
福田,4室2厅,138.23平米,精装修,低层/29层,南北,2002年建,1200
福田,3室2厅,104.28平米,普通装修,高层/32层,东南,2000年建,910
福田,3室2厅,110平米,普通装修,低层/30层,北,2004年建,950
福田,4室2厅,111.12平米,精装修,低层/33层,西南,2002年建,930
福田,1室1厅,43.86平米,普通装修,高层/32层,北,2003年建,382
福田,3室2厅,94.81平米,精装修,中层/31层,南,2003年建,1400
福田,3室2厅,98.71平米,普通装修,高层/7层,南,1976年建,540
福田,1室0厅,41.25平米,普通装修,低层/32层,西,2001年建,258
福田,2室2厅,59.61平米,普通装修,高层/25层,东南,2007年建,350
福田,4室2厅,91.6平米,精装修,中层/32层,西北,2005年建,530
福田,3室2厅,88.17平米,精装修,高层/35层,西南,2000年建,560
鹏基商务时空大厦,1室1厅,57.28平米,普通装修,高层/25层,东,2007年建,280
福田,3室2厅,117.14平米,精装修,高层/14层,西南,2001年建,1200
福田,3室2厅,96.77平米,精装修,高层/8层,南,1998年建,540
福田,2室2厅,79.34平米,精装修,中层/7层,南,1995年建,446
财富广场 (浩铭财富广场),1室1厅,60.86平米,普通装修,中层/28层,东,2003年建,515
福田,2室2厅,84.08平米,精装修,中层/32层,西南,2005年建,468
福田,3室2厅,103.32平米,精装修,低层/28层,南,2000年建,635
福田,3室2厅,106.62平米,精装修,中层/15层,北,2001年建,700
福田,3室2厅,87.11平米,精装修,低层/27层,西南,2014年建,1200
福田,2室1厅,40.74平米,普通装修,低层/8层,西南,1995年建,250
福田,1室1厅,44平米,普通装修,中层/24层,西,2003年建,330
福田,2室2厅,91.57平米,精装修,中层/18层,南,2011年建,1050
福田,4室2厅,156.88平米,精装修,低层/32层,西,2002年建,1200
福田,4室2厅,189.5平米,精装修,低层/30层,南,2004年建,2300
福田,2室1厅,60.38平米,普通装修,中层/30层,西,1996年建,300
福田,2室2厅,69.52平米,普通装修,低层/31层,北,2003年建,970
福田,1室1厅,42.26平米,精装修,中层/18层,北,2002年建,385
福田,3室2厅,92.12平米,精装修,低层/31层,南,2004年建,715
福田,3室2厅,97.03平米,普通装修,低层/18层,西南,1998年建,650
福田,3室2厅,110平米,精装修,低层/7层,南,1993年建,970
福田,2室2厅,60平米,精装修,中层/30层,南,2014年建,460
福田,2室2厅,35.16平米,精装修,高层/20层,北,2012年建,300
福田,2室1厅,79.44平米,普通装修,中层/20层,东北,2003年建,480
福田,2室2厅,63.85平米,普通装修,高层/31层,东,2003年建,420
福田,3室2厅,126.64平米,精装修,低层/20层,南,2000年建,960
福田,1室0厅,34平米,精装修,中层/30层,东南,2014年建,235
福田,3室2厅,96.28平米,普通装修,中层/15层,南,2004年建,668
福田,5室3厅,167平米,普通装修,高层/8层,南北,1999年建,1250
福田,2室2厅,78平米,精装修,高层/33层,东南,2000年建,468
福田,5室2厅,109.44平米,精装修,高层/6层,南北,1994年建,980
福田,1室1厅,72.19平米,普通装修,高层/30层,东,2015年建,620
福田,4室2厅,143.22平米,精装修,高层/44层,西北,2015年建,1288
福田,2室2厅,70.37平米,精装修,高层/6层,北,2003年建,425
福田,4室2厅,143.5平米,毛坯,高层/11层,南,2010年建,1680
福田,3室2厅,88.48平米,普通装修,中层/32层,南,2002年建,630
福田,2室2厅,73.41平米,普通装修,中层/32层,南,2008年建,590
福田,2室2厅,77.72平米,精装修,高层/32层,东,2003年建,570
福田,2室2厅,74.1平米,精装修,中层/33层,西南,2003年建,535
福田,1室0厅,29.18平米,普通装修,高层/7层,北,1983年建,188
福田,3室2厅,106.75平米,普通装修,低层/8层,南北,2000年建,560
福田,2室2厅,73.58平米,普通装修,中层/6层,西南,1997年建,508
福田,2室1厅,51.72平米,精装修,低层/32层,北,2009年建,355
福田,4室2厅,140.99平米,精装修,低层/32层,南,2016年建,1650
福田,4室1厅,120.82平米,普通装修,中层/28层,北,2003年建,630
福田,2室1厅,54.88平米,精装修,中层/32层,北,2007年建,400
福田,2室1厅,43.37平米,精装修,中层/8层,南,1994年建,206
福田,2室2厅,60.04平米,普通装修,中层/31层,东北,2003年建,420
福田,6室2厅,74.6平米,精装修,高层/31层,西南,2002年建,530
福田,1室1厅,35.84平米,精装修,低层/32层,西南,2003年建,215
福田,5室1厅,148.35平米,普通装修,高层/12层,南,2001年建,848
福田,3室2厅,99.92平米,普通装修,高层/7层,南,2000年建,520
福田,3室1厅,93.15平米,精装修,低层/25层,南,2000年建,580
福田,4室2厅,112.97平米,精装修,高层/8层,西,1998年建,620
福田,1室0厅,30平米,精装修,高层/30层,南,2012年建,280
福田,3室2厅,97平米,精装修,中层/32层,南,1995年建,780
福田,5室3厅,172.63平米,精装修,高层/11层,南北,2004年建,3500
福田,3室2厅,120.8平米,普通装修,高层/33层,西南,1995年建,580
福田,3室2厅,104.57平米,精装修,低层/24层,东南,2006年建,1680
福田,2室2厅,61.25平米,精装修,低层/32层,东,2005年建,450
福田,3室2厅,161.93平米,精装修,高层/33层,西南,2002年建,1300
福田,4室2厅,157.57平米,精装修,中层/28层,南,2000年建,1600
福田,2室2厅,136平米,精装修,低层/73层,北,2014年建,1300
福田,1室1厅,54.74平米,精装修,高层/28层,南,2003年建,360
福田,3室2厅,89.88平米,精装修,低层/29层,南,2005年建,560
福田,2室1厅,59平米,精装修,中层/27层,西,2004年建,330
福田,3室2厅,90.38平米,普通装修,高层/7层,南,1992年建,505
福田,3室2厅,79.41平米,普通装修,低层/7层,南北,2001年建,680
福田,1室1厅,43.62平米,普通装修,低层/19层,西北,2006年建,310
福田,2室2厅,69.35平米,精装修,低层/25层,东北,2008年建,476
福田,3室2厅,119.18平米,普通装修,中层/17层,西,2000年建,1590
福田,2室2厅,69平米,普通装修,中层/32层,北,2002年建,420
福田,1室0厅,39.52平米,普通装修,中层/22层,东北,1992年建,190
福田,2室2厅,72平米,精装修,低层/24层,东,1999年建,460
福田,3室2厅,91.93平米,普通装修,低层/25层,南北,2002年建,730
福田,1室0厅,38平米,普通装修,中层/22层,东南,1992年建,182
福田,5室2厅,169.29平米,精装修,高层/45层,南北,2002年建,1000
福田,4室2厅,136.58平米,精装修,低层/31层,西南,2002年建,1450
皇都广场,2室2厅,102.95平米,精装修,高层/39层,西南,1999年建,460
新天世纪商务中心 (新天CBC),5室2厅,151.88平米,精装修,低层/48层,东,2013年建,860
福田,4室2厅,282平米,精装修,低层/62层,南,2014年建,3000
福田,4室2厅,149.98平米,精装修,中层/34层,西南,2016年建,1250
福田,1室1厅,38.94平米,精装修,中层/32层,西南,2005年建,220
福田,4室2厅,158平米,精装修,中层/28层,东北,2008年建,1280
福田,3室2厅,130平米,精装修,高层/43层,北,2014年建,1680
福田,3室2厅,136平米,普通装修,高层/11层,西北,1998年建,810
福田,3室2厅,85.2平米,精装修,高层/44层,东南,2015年建,780
福田,2室2厅,62.39平米,精装修,中层/32层,北,2003年建,385
福田,2室2厅,88.97平米,精装修,低层/28层,东南,2000年建,598
福田,2室2厅,100.5平米,精装修,中层/27层,东,1997年建,780
福田,4室2厅,110.24平米,精装修,中层/24层,东,1999年建,850
福田,1室0厅,31.58平米,普通装修,中层/30层,东南,2006年建,198
福田,4室2厅,129.69平米,精装修,中层/31层,西,1998年建,750
福田,1室1厅,37.52平米,普通装修,低层/33层,北,2004年建,300
福田,7室2厅,152平米,普通装修,低层/30层,南,2002年建,650
福田,1室0厅,31.83平米,普通装修,中层/18层,北,2006年建,210
星河世纪 (星河世纪大厦),1室1厅,45.36平米,普通装修,高层/32层,北,2004年建,360
福田,5室2厅,187.39平米,精装修,低层/11层,南,2000年建,1980
福田,2室2厅,71.14平米,精装修,中层/22层,东,2005年建,465
福田,6室2厅,241.88平米,精装修,高层/24层,西南,2006年建,4280
福田,7室3厅,1181.52平米,毛坯,低层/34层,南,2001年建,4136
福田,2室1厅,82.11平米,精装修,中层/19层,南,1992年建,1280
福田,1室1厅,40.53平米,精装修,高层/32层,西北,2005年建,318
福田,4室2厅,156平米,精装修,中层/56层,东,2004年建,800
福田,3室2厅,101.41平米,精装修,高层/32层,南,2003年建,750
福田,2室2厅,78.7平米,精装修,高层/33层,东南,2000年建,480
福田,1室1厅,42.39平米,精装修,高层/27层,东,2000年建,265
福田,3室2厅,137.39平米,精装修,低层/12层,西南,1998年建,833
福田,2室2厅,86.35平米,精装修,低层/33层,南北,2002年建,750
福田,3室2厅,227.46平米,精装修,中层/47层,南北,2014年建,2800
福田,1室1厅,43.45平米,普通装修,中层/32层,北,2009年建,268
福田,4室2厅,147.96平米,普通装修,高层/30层,西南,2003年建,990
福田,3室2厅,118平米,普通装修,低层/13层,北,1999年建,599
福田,4室2厅,102.01平米,精装修,高层/28层,东南,2003年建,1280
福田,3室2厅,97.31平米,普通装修,低层/34层,东南,2004年建,830
福田,3室2厅,39.97平米,精装修,中层/20层,东南,2012年建,380
福田,3室2厅,113.95平米,普通装修,中层/32层,东南,2003年建,690
福田,2室2厅,82.07平米,精装修,高层/30层,南,2003年建,610
福田,4室2厅,124.36平米,精装修,低层/33层,南,2013年建,1650
福田,3室2厅,87.78平米,普通装修,高层/32层,西,2001年建,725
福田,4室2厅,87.68平米,普通装修,高层/7层,南北,1992年建,500
福田,1室1厅,44.3平米,精装修,高层/11层,东南,2008年建,320
福田,2室2厅,64.84平米,精装修,高层/13层,南,1999年建,457
福田,2室2厅,67.8平米,精装修,低层/7层,东北,1994年建,480
福田,4室2厅,135平米,精装修,低层/30层,南,2001年建,1220
福田,1室1厅,30.04平米,精装修,高层/18层,北,2004年建,210
福田,1室0厅,35.36平米,精装修,中层/30层,东,2012年建,235
福田,3室2厅,69.76平米,精装修,高层/7层,南北,1992年建,650
福田,3室2厅,105平米,普通装修,中层/30层,南,2000年建,640
福田,4室2厅,121平米,精装修,低层/14层,东南,2000年建,1800
福田,1室1厅,36.7平米,精装修,中层/27层,西北,2007年建,236
福田,3室2厅,98.38平米,精装修,高层/7层,南北,1992年建,740
